text,speaker,episode,season,preface,scene,scene_id,action,action_id,character,count
I’m cold…,Mother,8,3,," At night, at Tokitou’s
home. Tokitou’s mother
coughs violently.",1,,,,
"Father will be back soon, all right?",Tokitou,8,3,," At night, at Tokitou’s
home. Tokitou’s mother
coughs violently.",1,,,,
Ngh… Ugh… Ngh… Ah!,Father,8,3,," In the forest.
Tokitou’s father trudges
through the rain.",1,,,,
"That day, I lost both my mother
and father… people
dear to me, at once.",Tokitou,8,3,Narration," In the forest.
Tokitou’s father trudges
through the rain.",1,,,,
"My parents died when I was ten. I found myself alone at ten.
Yuuichirou       Muichirou?
Y.Tokitou         Ah…",Tokitou,8,3,Narration," A new day. Tokitou
stands before his parents’ graves.",1,,,,
"No, that’s not right. I was 11 when I found myself
alone. (Narration) I… had a twin.
My brother’s name was Yuuichirou.
Yuuichirou       Compassion does no good for anyone.
Doing something for others won’t get you
anywhere.
Y.Tokitou         You’re wrong. Whatever you do for others comes around to help you, as well, in the end.
That’s what Father said.
Yuuichirou       You
can’t trust the word of a man who died trying to help someone
else.
Y.Tokitou         Why would you say that? It was for Mother’s sake --
Yuuichirou       As
if some herbs would’ve healed her in that state.
It’s beyond stupid.
Y.Tokitou         That’s an awful thing to say,
Brother!
Yuuichirou       If
he hadn’t gone out in the middle
of a storm, we would’ve
only lost Mother.
Y.Tokitou         Don’t say things like that! That’s going too far!
Yuuichirou       I’m
only telling you how it is. Don’t yell. It’s too noisy. You might attract some boars.
The “mu” in Muichirou
means “incompetence”. This conversation is meaningless. You can’t change the past.
The “mu” in Muichirou
means “meaningless”.
Y.Tokitou         Ngh…",Tokitou,8,3,Narration," A new day. Tokitou
stands before his parents’ graves.",1,,,,
"My brother always
spoke harshly. I have
a feeling that, in a way, I was like
him when I had amnesia.
My life with my brother
was stifling. I was sure that he despised me, and
I thought he was a cold person.
The seasons changed…
and it was spring.
Y.Tokitou         I’m going to go fetch some water, okay?
Yuuichirou       You
still haven’t gotten
around to it?
Y.Tokitou         Mm…
Y.Tokitou         Ah…",Tokitou,8,3,Narration," In the forest. Tokitou
and Yuuichirou gather
wood.",1,,,,
"She was so beautiful that at first,
I thought she was a white birch spirit.",Tokitou,8,3,Narration," The next spring, at Tokitou’s home. Yuuichirou puts the firewood
away. Tokitou prepares
to get water.",1,,,,
"This person was the Master’s
wife, and she had travelled
this far up the
mountain to visit us. But…
Yuuichirou       Tsk…",Tokitou,8,3,Narration," At Tokitou’s
house. Tokitou meets with Amane.",1,,,,
"… in the end, my brother just spewed his usual insults
and drove Lady Amane
away.
Y.Tokitou         Can you believe it? She says we’re descended from swordsmen! Descendants of an amazing
swordsman who used something called “First Breathing” no less!
Yuuichirou       What
do I care? Wash the rice already.
Y.Tokitou         Listen! Let’s become swordsmen!
I can’t believe that demons actually exist in this
world, but if we can do something
to help… Come on! Let’s save the people who are suffering because
of those demons!
I bet you and I can --
Y.Tokitou         Ah…
Yuuichirou       What
the hell do you think
you can do?!
Someone who can’t even cook rice on his own becoming
a swordsman?! Save others?!
Give me a break, will you?!
Seriously, you’re
exactly like Father
and Mother, aren’t
you?! You’re too optimistic! How does your mind even work?!
Just like Mother, who worked without
telling us she was unwell
until she collapsed! Just like Father, who went out in a storm to find herbs!
After all… After all I did to try to stop him! After
I begged Mother
to rest over and over! You know who can help others? Only
the chosen ones!
Our ancestors may have been swordsmen, but what can kids like us to?!
Want me to tell you what it
is we can do? What you and I
can do is die like dogs and die
in vain! Because we’re Father and Mother’s children!
We’re only going to be used by that woman!
There’s no way she’s not plotting something! We’re never gonna talk about
this again! Got that?! Now hurry up and get dinner ready!",Tokitou,8,3,Narration," At Tokitou’s
house. Tokitou meets with Amane.",1,,,,
"After that, we stopped talking
to each other.
Except for the one time we fought
when my brother
hurled water at Lady
Amane, who continued to visit us.
Y.Tokitou         Ah… Ahh!
Y.Tokitou         Ngh…
Ngh… Ugh… Urgh…",Tokitou,8,3,Narration," Sometime later. Tokitou gushes about Amane’s
visit as Yuuichiou
prepares dinner.",1,,,,
"Then, summer came. It was hot that summer, and my brother
and I were always irritable.",Tokitou,8,3,Narration," A new day. Tokitou
struggles to move a log.",1,,,,
"It was hot even at night, and the cicadas
were singing.
Y.Tokitou         Ngh…
Ngh… Haa…
Y.Tokitou         Ngh…
Yuuichirou       Ah…
Y.Tokitou         Ah!",Tokitou,8,3,Narration," At night,
in the summer. Yuuichirou and Tokitou sleep with the door open.",1,,,,
"Oh, hell… Just a couple
of brats?
Tsk… Well, whatever.
Yuuichirou       Muichirou!
Yuuichirou       Ahhh! It hurts! It hurts!
Y.Tokitou         Brother! Brother!
Yuuichirou       Ahh!
Y.Tokitou         Eek…
Yuuichirou       Ahhh! Ahhh! Ahhh!",Demon,8,3,," At night,
in the summer. Yuuichirou and Tokitou sleep with the door open.",1,,,,
Shut up. Shut up!,Demon,8,3,," At night,
in the summer. Yuuichirou and Tokitou sleep with the door open.",1,,,,
"Not a sound. A couple of poor woodcutters like you are totally useless
anyway.
It doesn’t matter whether
you exist or not. Your lives are that worthless!",Demon,8,3,," At night,
in the summer. Yuuichirou and Tokitou sleep with the door open.",1,,,,
"At that moment,
all I could see was red.
It was a violent rage I’d never felt
before that seemed to be boiling over from
the pit of my stomach.
I really don’t remember what happened next.
A monstrous roar I couldn’t believe…
Y.Tokitou         Urahhh!",Tokitou,8,3,Narration," At night,
in the summer. Yuuichirou and Tokitou sleep with the door open.",1,,,,
"… was coming
from my own throat, from my own mouth.
Y.Tokitou         Ah…",Tokitou,8,3,Narration," At night,
in the summer. Yuuichirou and Tokitou sleep with the door open.",1,,,,
"The next thing I knew,
the demon was on the brink of death.
But apparently, it couldn’t die even with its head
smashed in, so it was suffering.",Tokitou,8,3,Narration," Sometime
later. Tokitou wakes up from his stupor.",1,,,,
Urgh… Ugh… Ugh… Ahhh!,Demon,8,3,," Sometime
later. Tokitou wakes up from his stupor.",1,,,,
"Soon after, the sun came up, and the demon turned to dust
and vanished. But I truly couldn’t care less about that.
Y.Tokitou         Ahh…",Tokitou,8,3,Narration," Sometime
later. Tokitou wakes up from his stupor.",1,,,,
"All I wanted was to go to Yuuichirou, but suddenly, my body was as heavy as lead. It took me what felt like ages
just to reach the house in front of me.
Y.Tokitou         Ugh… Ngh… Ugh…
Y.Tokitou         Gah…
Yuuichirou       Dear
God… Buddha… Please…
Please… just save my brother…
Y.Tokitou         Ah…
Yuuichirou       My brother…
is not like me. He’s a kindhearted kid. He says he wants to help others…
but I got in his way.
I’m… the only one… to blame. If you’re going to punish anyone, then…
let it be only me.
I’ve always known… The truth is… the “mu” in Muichirou…
Y.Tokitou         Ngh… Ugh…
Yuuichirou       (Flashback) … means “infinity”.",Tokitou,8,3,Narration," Sometime
later. Tokitou wakes up from his stupor.",1,,,,
"Mist Breathing, Fourth
Form…",Tokitou,8,3,Thoughts," In the present. Tokitou
wakes up. His Demon Slayer mark appears
on his face.",1,,,,
"Shifting
Flow Slash!",Tokitou,8,3,Thoughts," In the present. Tokitou
wakes up. His Demon Slayer mark appears
on his face.",1,,,,
"Mr. Tokitou… Don’t worry about me. Save… Mr. Haganezuka! Protect…
the swords!
Damn
him! Damn him! This man! This human! (Thoughts) He still won’t stop honing
after all I’ve done to him!
Even when I destroyed his eye, he kept honing
without so much as crying
out!
Kanamori         Ngh… Ugh…",Kotetsu,8,3,Thoughts," In the present. Tokitou
wakes up. His Demon Slayer mark appears
on his face.",1,,,,
I know! If I tell him I’m going to kill that one…,Gyokko,8,3,Thoughts," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"He escaped the Water Prison
Pot! How on earth… I have no idea! I thought
his death was imminent, so my mind wasn’t on him at all!
No, wait
a second. On the other hand, that shows how focused I was! Yes! (Thoughts) Hm? Hold on, hold on,
hold on! What is that mark?
According to the information Lord Muzan gave me, that child with the earrings also has a similar mark… No,
never mind that! How can you stand there looking so nonchalant? My attack
should’ve paralyzed your body!
How were you able to summon even greater speed
to wound me?!",Gyokko,8,3,Thoughts," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"Octopus Vase Hell!
Kanamori         Lord Tokitou! Gah!",Gyokko,8,3,," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"Hyo, hyo! How do you like how springy
this octopus flesh is? Surely you can’t slash this!",Gyokko,8,3,," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"Still honing that sword. Is he a fool? He’s not in his right mind.
But that’s sublime
in its own way! That swordsmith can wait! First, the
Hashira!
I wasn’t really trying
earlier. This time,
I’m going to crush him for sure,
then absorb him!",Gyokko,8,3,Thoughts," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"You made this sword for me… Thank you, Mr. Kanamori.
Kanamori         N-No! All I did was… follow the instructions of your first swordsmith!",Tokitou,8,3,," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"That’s right.
It was Mr. Tetsuido
who forged my first sword for me. He passed away from heart disease.",Tokitou,8,3,," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"Hmph! No matter how many times you replace your sword, it won’t change
a thing!",Gyokko,8,3,Thoughts," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"Mr. Tetsuido, I’m sorry. I know I made you worry. But I’m… all right now.",Tokitou,8,3,Thoughts," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"Mist Breathing, Fifth
Form… Sea of Clouds and Haze!",Tokitou,8,3,Thoughts," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"Well,
that was some rapid-fire chopping, but you don’t seem to be able to keep up with my vase’s speed!",Gyokko,8,3,," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
Are you sure about that?,Tokitou,8,3,," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"It looks like your senses have totally dulled.
It’s because you’ve
lived for hundreds
of years.",Tokitou,8,3,," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"I’m going to slash you next time. I have
better things to do than play your stupid vase game all day.",Tokitou,8,3,," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"Heh… Don’t underestimate me, you brat!
Yuuichirou       (Flashback) Muichirou… Sorry I couldn’t be more gentle
with you.
Yuuichirou       (Flashback) I just could never… afford
to be that way.
Yuuichirou       (Flashback) Being kind to others… is one more thing that only the chosen ones can do.
Yuuichirou       (Flashback) But, Muichirou… no matter how virtuous a life you may lead, neither the gods
nor Buddha will protect you in the end. That’s why I thought I had to protect
you.
Muichirou… You’re not like me.
For the sake of someone
other than yourself,
you can exert infinite strength.
Yuuichirou       (Flashback) You’re one of the chosen ones.
",Gyokko,8,3,Flashback," In the shed. Gyokko
grits his teeth as Haganezuka continues to work on the sword with unmatched focus.",1,,,,
"Don’t underestimate me, you brat…",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Haganezuka continues to polish the sword.
Kanamori stands nearby and watches the fight.",1,,,,
"Hey, it’s not like I’m underestimating you. I’m just stating a fact.
You’re only going to get beheaded by me and die anyway.
I mean, for some reason, I’m really in the zone right now… I wonder
why.",Tokitou,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"The way you’re speaking
to me is disrespectful, you miserable brat! After only having
lived for ten years or so!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Even if that’s true,
there isn’t one thing about you that I can respect.
The way you look and the way you talk are both totally
creepy.",Tokitou,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"You can’t
appreciate my beauty,
my grace, nor my elegance
because you’re uneducated and poor!
Just like a dung beetle can’t
read even if you show it a book!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"I don’t know, you seem more likely to be living
in dung.",Tokitou,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Shut up, dung beetle!
Look at you with your short limbs and undersized blade! You can’t even reach my neck!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"No, didn’t
I just reach it with a vengeance? And in the first place,
your limbs are shorter…
Oh, wait. Were you just thinking out loud about yourself? Sorry to interrupt.",Tokitou,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Hyo, hyo! My,
what a cheap insult. Did you think that was enough to fluster
me? I can see that you’ll do anything to win! Not a
pretty sight!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
Hmm… Hmm…,Tokitou,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Hyo, hyo! What is it?",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"It’s really
bugging me. Isn’t that vase of yours
kind of misshapen? It doesn’t look symmetrical.
What a piece of crap.",Tokitou,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"That’s because your eyeballs
are rotten, dammit!!
My vase! How the hell is it
misshapen?!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Blood Demon Art… Ten Thousand Gliding
Slime Fish!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"These 10,000 assassins will pick you to the bone! And I’ll make you part of one of my works!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
Mist Breathing…,Tokitou,9,3,Thoughts," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
Sixth Form… Lunar Dispersing Mist.,Tokitou,9,3,Thoughts," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"H-He slashed them all?!
That speed and that attack range! What happened to my poison?! (Thoughts) Unexpected! But even
so, no harm, no foul!
Those
fish will disperse
poison before they turn to dust
after being slashed by that
Nichirin sword!
Transdermal poison,
no less! So it can also be absorbed through
the skin! (Thoughts) Get hit
with that, and you’re done!",Gyokko,9,3,Thoughts," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Mist Breathing, Third Form, Scattering Mist Splash!",Tokitou,9,3,Thoughts," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"What the hell?!
That one swing blasted them all away!",Gyokko,9,3,Thoughts," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"You can shed your skin,
too?
Oh, what a pain in the butt. Would you mind not dodging
and racing up trees?",Tokitou,9,3,Thoughts," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Hyo, hyo, hyo! Allow me to show you my true form!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Heh… You’re just the third person
to see me in this state.",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"So a lot of us, huh?",Tokitou,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Shut up! No one has ever lived to tell the tale after I’ve started
taking it seriously!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
That’s amazing.,Tokitou,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Shut your mouth, you dim-witted brat!
These translucent scales are even harder and stronger than diamonds! I kneaded them myself inside my vase! Behold, my
perfect beauty… and bow down in awe!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Heh… Ahh…
Why don’t you say something, you useless puppet?!
You really know how to rub
someone the wrong way, brat!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"But you just told me to shut my mouth.
Not to mention… it didn’t really
surprise me.",Tokitou,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Hyo, hyo, hyo! Didn’t you just tell me not to race up trees? What a hassle!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"No, that was just because it stunk. I thought my nose was going to fall off.",Tokitou,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"What do you think of my godlike power?
Everything I touch with my fist turns into lovely fresh fish! And this speed! The
flexible yet tough springs of my body! Not only that, but these rippling scales
allow me to move without restraint! Free as a bird!
You’re trembling, huh? Are you terrified? I still wasn’t
serious when I launched that attack
just now!",Gyokko,9,3,," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Even the most jaw-dropping attack is pointless
if you can’t land it, right?
(Thoughts) Remember… that boiling fury.
I watched as maggots infested
my beloved brother’s
body, and he began to rot.
Then,
the maggots started
on me, as well, and I found myself
on the brink of death.",Tokitou,9,3,Thoughts," In the forest surrounding the Swordsmith Village.
Tokitou prepares to fight Gyokko.",1,,,,
"Boil some water right away! Apply some clean cloths
to the wounds!
Y.Tokitou         (Flashback) Ngh…",Amane,9,3,Flashback," In the past. Amane finds Tokitou
on the brink of death.",1,,,,
How’s he doing?,Amane,9,3,Flashback," In the past. Amane finds Tokitou
on the brink of death.",1,,,,
"He’s already passed
away.",Hinaki,9,3,Flashback," In the past. Amane finds Tokitou
on the brink of death.",1,,,,
"Don’t
let the other one die, no matter
what!
Y.Tokitou         (Flashback) Ahh… Brother…",Amane,9,3,Flashback," In the past. Amane finds Tokitou
on the brink of death.",1,,,,
"If they hadn’t
saved me in the nick of time, I would’ve
died.",Tokitou,9,3,Thoughts," In the past. Amane finds Tokitou
on the brink of death.",1,,,,
"I may have lost my memory, but my body remembers.
(Thoughts) This fury will never leave me until I die.
Y.Tokitou         (Flashback) Grr…",Tokitou,9,3,Thoughts," Some days later. Tokitou
trains in the rain.",1,,,,
"That’s why I worked my way up by training
so hard that I’d vomit
blood! (Thoughts) To annihilate the demons, to wipe them out once and
for all…",Tokitou,9,3,Thoughts," In the present.
Tokitou comes down from the tree.",1,,,,
"See me in all my serious
glory!
Demon Blood Art… Killer Fish Scales!",Gyokko,9,3,," In the present.
Tokitou comes down from the tree.",1,,,,
"Hyo, hyo, hyo! Now, what do you say to my illogical movements?
My scales
allow me to move at will!
Impossible to predict! I love nothing more than going against the laws of nature! Now,
what kind of art should I make out of you? I can rip off that ugly head of
yours and replace it with a lovely fish!
It’s over for you!",Gyokko,9,3,Thoughts," In the present.
Tokitou comes down from the tree.",1,,,,
"Mist Breathing, Seventh
Form… Obscuring Clouds.",Tokitou,9,3,Thoughts," In the present.
Tokitou comes down from the tree.",1,,,,
"Ah… No, there
he is! Found him!",Gyokko,9,3,Thoughts," In the present.
Tokitou comes down from the tree.",1,,,,
Not there?,Gyokko,9,3,Thoughts," In the present.
Tokitou comes down from the tree.",1,,,,
"Over there, huh?! Hyo, hyo! You’re too slow!
What’s
this? How can you vanish?
What’s going on here? Where did he go? It’s like… It’s like… the area’s being enveloped in mist!",Gyokko,9,3,Thoughts," In the present.
Tokitou comes down from the tree.",1,,,,
"Hey, so tell me…",Tokitou,9,3,," In the present.
Tokitou comes down from the tree.",1,,,,
… what made you think…,Tokitou,9,3,," In the present.
Tokitou comes down from the tree.",1,,,,
"… that you were the only one not taking this
seriously?",Tokitou,9,3,," In the present.
Tokitou comes down from the tree.",1,,,,
"What the hell? What the hell? I’m upside-down!
What’s
going on? I can’t sense
anything! That little
pest is finally showing
himself! I need to make short work of him and report to Lord Muzan!
D-D-D-D-Decapitated? Decapitate, decapitated, decapitated?!
Ridiculous! Impossible! Unbelievable! What an unheard-of, abnormal situation! Did I actually lose?!
To a child…
Me, lose? Me, of all
people?!",Gyokko,9,3,Thoughts," In the present.
Tokitou comes down from the tree.",1,,,,
"It’s over for you. Goodbye. No need to ever be reborn again, all right?",Tokitou,9,3,," In the present.
Tokitou comes down from the tree.",1,,,,
"Curses! This should just never happen!
You, a lowly human! How dare you slice off my
head!
You abominable, low-level lifeform! My life is worth 100 of you and your ilk! I am one of the chosen and exalted lifeforms! You’re weak! After you’re
born, all you do is grow old! And I took your insignificant, unimportant life in my hands and used my divine hands to elevate you into a
nobler work of art! You vulgar little maggot --",Gyokko,9,3,," In the present.
Tokitou comes down from the tree.",1,,,,
"I’ve heard enough, so… could you just go to hell already?
Ubuyashiki      (Flashback) Don’t be rigid about how you perceive
the world, Muichirou.
When you’ve found
your unshakable self, then you can become
stronger.",Tokitou,9,3,Flashback," In the present.
Tokitou comes down from the tree.",1,,,,
"It’s just like the Master
said.
As long as I have my unshakable self, I can dig in with both feet with all my
might.
As
long as I know who I am, all my doubts and my hesitation and my frustrations will disappear. And no demon
on earth can escape my descending blade.
Kanamori         L-Lord Tokitou? Lord Tokitou!
Lord Tokitou! You saved us! Are you all right?",Tokitou,9,3,Thoughts," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"I’m fine, I’m fine…
Kanamori         Are you sure about that?!",Tokitou,9,3,," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"Yeah. I really feel amazing right now, and I’ve got to join Tanjirou and the others
right away…
Kanamori         You’re looking really pale,
you know! Are you sure you’re all right?!",Tokitou,9,3,," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"I told you, I’m totally fine.
Are you even listening to me?
Kanamori         Huh? You’re heaving! And you’re trembling, aren’t you?!",Tokitou,9,3,," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"Don’t worry about me…
Kanamori         Hey, you!",Tokitou,9,3,," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"Could you go check on Kotetsu
and --
Kanamori         You’re frothing at the mouth!
Kanamori         Ahhh!
Lord Tokitou!
Oh, crap! Oh, crap! Is he going
to die?! What am I supposed
to do?! Hey! Somebody!
Mr. Haganezuka!
Kanamori         Mr. Haganezuka!
Dammit! He’s not coming, is he? Well, he did ignore me even when I
was this close to being
murdered!
Kanamori         Woah! He’s choking on the foam!
This is bad! Wh-What… What should I do?!",Tokitou,9,3,," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"You should lay him on his side.
Kanamori         Huh?! R-Right!
Kanamori         Huh?!
Kanamori         Ahhh! It’s the ghost
of young Kotetsu!
Ahh!",Kotetsu,9,3,," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"No, I’m not a ghost since
I’m not dead.
Kanamori         No, ghosts are never aware that they’re ghosts,
that they’re dead!",Kotetsu,9,3,," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"No, come on, I’m alive.
Kanamori         No, your solar plexus!
How could you possibly be alive after
losing all that blood!",Kotetsu,9,3,," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"Oh, this is the blood from the arm they slashed.
It got on me when I was pressing on it.
My arm wound’s pretty deep, and if it doesn’t stop bleeding soon, I might actually die from
that.
As for my belly…",Kotetsu,9,3,," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"See? Everything turned
out just fine.",Father,9,3,Thoughts," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"Father…
Mother…
Yuuichirou       (Thoughts) Muichirou…
Yuuichirou       (Thoughts) You did great.",Tokitou,9,3,Thoughts," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
Brother… (Thoughts) Thank you.,Tokitou,9,3,Thoughts," In the present, in the forest
surrounding the Swordsmith Village. Tokitou remembers Ubuyashiki’s words.",1,,,,
"There are five wooden dragon
heads.
They can expand to about 66 shaku. All right,
that’s one thing I’ve found out!",Tanjirou,9,3,Thoughts," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"Hinokami Kagura, Clear Blue…
Gah! Ugh!",Tanjirou,9,3,Thoughts," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
Ngh! Gah…,Tanjirou,9,3,," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
Ngh! Ngh… Ugh… Ngh… Urahh!,Genya,9,3,," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"M-My eardrums just burst!
I’m so dizzy…
I can’t get up! It’s no good! Get on your feet!
Hurry! Here comes an attack!
Ahh! Ngh…",Tanjirou,9,3,Thoughts," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"It can use the powers
of the four Emotion demons,
too! (Thoughts) Not only that, but it’s raised its attack power, too!",Tanjirou,9,3,Thoughts," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"No time to use breathing skills! I can’t
heal!",Tanjirou,9,3,Thoughts," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"I can’t handle the attacks anymore, even if I anticipate them! (Thoughts) I’m so winded!
But if I can get 66 shaku
away, I can somehow…
All right, I can do it from
here!",Tanjirou,9,3,Thoughts," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"It’s stretching!
Gah… Ahh!",Tanjirou,9,3,Thoughts," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
Make a move! Slash it!,Tanjirou,9,3,Thoughts," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
Ngh… Ngh!!,Nezuko,9,3,," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"Ngh… Urgh… Ngh…
It’s hopeless… I’m getting crushed… Gah! Gahh…
Zouhakuten     It’s
over.
Zouhakuten     Hm?
Zouhakuten     A Hashira?",Tanjirou,9,3,Thoughts," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"Kyaaa~! What a ghastly
monster! What is that thing?",Kanroji,9,3,," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
Ah… Ms. Kanroji?!,Tanjirou,9,3,," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"Are you okay? Sorry I’m late!
That was really
cutting it close, huh?",Kanroji,9,3,," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
M-Ms. Kanroji!,Tanjirou,9,3,," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"Tanjirou… You can take a break
now! Good job! I’m proud of you!",Kanroji,9,3,," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
"I-I can’t hear because my eardrums burst…
Tanjirou… I’m going to rescue Nezuko and Genya,
all right?
Zouhakuten     You damn slip of a girl…",Tanjirou,9,3,Thoughts," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
Fufu… So just leave the rest to me!,Kanroji,9,3,," Elsewhere in the forest.
Tanjirou fights with Zouhakuten.",1,,,,
